"d(LOC,FANIN)","d(Qi, Fanin)","d(WMC, FANIN)","d( WMC, CBO)","d(Qi, CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)",#BugsBinary
0.976858,0.995311,0.988005,0.977534,0.983966,0.976529,0.978694,0.976626,0.916137,0.996615,0
0.990857,0.999995,0.995261,0.997744,1,0.990891,0.991576,0.99078,0.951699,0.997734,0
0.999474,0.99531,0.992717,0.933295,0.943877,0.998932,0.99956,0.998878,0.978942,0.937915,0
0.762744,0.98594,0.966001,0.945999,0.963921,0.759284,0.781222,0.759535,0.784392,0.984236,0
0.935,0.99531,0.984926,0.975316,0.983965,0.934091,0.94009,0.934172,0.883711,0.994404,0
0.934473,0.990625,0.971724,0.984294,0.995991,0.933768,0.93966,0.933629,0.823469,0.984236,0
0.937359,0.990625,0.974684,0.972057,0.983965,0.93653,0.942312,0.936557,0.84003,0.98636,0
0.934519,0.99531,0.989563,0.978657,0.983965,0.933604,0.939646,0.933684,0.932365,0.997734,0
0.965791,0.99531,0.989563,0.973887,0.979956,0.965255,0.968485,0.965402,0.927851,0.997734,0
0.998075,0.999995,0.998408,0.985697,0.987974,0.998048,0.998229,0.997994,0.978942,0.990443,0
0.838709,0.98594,0.971986,0.983779,0.991982,0.836689,0.851355,0.836503,0.88229,0.983729,0
0.949368,0.939091,0.916509,0.956212,0.96793,0.948995,0.953849,0.949026,0.888467,0.97046,0
0.908543,0.995315,0.981896,0.954013,0.967934,0.907047,0.915672,0.907283,0.833335,0.987435,0
0.980753,0.999995,0.998408,0.995232,0.995991,0.980593,0.982254,0.980531,0.978942,1,0
0.95665,0.995315,0.986459,0.97642,0.983969,0.95604,0.960058,0.95613,0.899919,0.995505,0
0.860078,0.910987,0.871543,0.934311,0.955907,0.858604,0.87174,0.858879,0.747471,0.972542,0
0.934341,0.657997,0.571415,0.695503,0.751454,0.933539,0.942319,0.933455,0.850174,0.699555,0
0.502965,0.990627,0.960388,0.942583,0.967931,0.496048,0.541165,0.496241,0.654332,0.980926,0
0.597359,0.976576,0.908766,0.835507,0.899784,0.590773,0.628548,0.591543,0.133731,0.917651,0
0.946112,1,0.993706,0.948907,0.959916,0.944984,0.950278,0.945395,0.890805,0.996615,0
0.734233,0.971891,0.945904,0.872102,0.903793,0.729656,0.755013,0.730542,0.71206,0.962938,0
0.934907,0.98594,0.973514,0.970539,0.979956,0.934037,0.940087,0.934117,0.879087,0.989614,0
0.86314,0.97657,0.959049,0.968353,0.979956,0.861379,0.873989,0.861205,0.871452,0.968265,0
0.497207,0.99063,0.953719,0.913712,0.94789,0.489876,0.535827,0.490338,0.555169,0.971334,0
0.577507,0.962516,0.928711,0.944577,0.96793,0.571904,0.610414,0.571652,0.722291,0.949224,0
0.651314,0.990627,0.965954,0.937022,0.959914,0.646232,0.67827,0.646581,0.710582,0.984907,0
0.904617,0.939092,0.913398,0.944455,0.959913,0.903523,0.912579,0.90359,0.85133,0.963473,0
0.93784,0.990625,0.973198,0.98056,0.991982,0.937127,0.942759,0.9371,0.828956,0.990091,0
0.621054,0.990625,0.946142,0.922646,0.959912,0.615567,0.650315,0.615653,0.466802,0.951408,0
0.949387,0.990625,0.977695,0.969441,0.979956,0.948669,0.953405,0.948701,0.872309,0.983729,0
0.994226,0.999995,0.996828,0.984558,0.987974,0.994145,0.994672,0.994196,0.95321,0.998863,0
0.760855,0.751701,0.676198,0.918897,0.943881,0.759478,0.781649,0.760022,0.711438,0.981119,0
0.871421,0.939096,0.911862,0.919469,0.939872,0.869597,0.881946,0.869928,0.812817,0.962387,0
0.611767,0.976576,0.922809,0.903841,0.94789,0.606129,0.641888,0.606404,0.39141,0.947123,0
0.954679,0.990625,0.979219,0.970539,0.979956,0.954035,0.95828,0.954178,0.879087,0.994404,0
0.813322,0.99531,0.983405,0.97422,0.983965,0.810743,0.82783,0.810718,0.872309,0.98852,0
0.936925,0.99531,0.984926,0.975316,0.983965,0.936042,0.941865,0.936124,0.883711,0.994404,0
0.676682,0.939096,0.889045,0.888717,0.927846,0.672035,0.702211,0.672876,0.51603,0.975234,0
0.930691,0.948466,0.923276,0.933806,0.951899,0.929754,0.936528,0.930049,0.817011,0.971975,0
0.625911,0.995315,0.950708,0.897653,0.939872,0.620119,0.654738,0.620778,0.428278,0.969878,0
0.39752,0.99531,0.984926,0.980093,0.987974,0.389549,0.443567,0.389359,0.888467,0.994404,0
0.259519,0.99063,0.949873,0.910905,0.94789,0.249138,0.315734,0.24969,0.501954,0.973411,0
0.998992,0.99531,0.991134,0.97979,0.983965,0.998971,0.999113,0.998917,0.957944,0.984521,0
0.895555,0.99531,0.9804,0.972057,0.983965,0.894102,0.903704,0.894168,0.835157,0.991155,0
0.775952,0.868818,0.815619,0.844976,0.883745,0.772755,0.794555,0.772652,0.732773,0.854183,0
0.686727,0.648628,0.524641,0.580271,0.675288,0.681643,0.714229,0.681546,0.477179,0.59366,0
0.833997,0.99531,0.96478,0.960817,0.983965,0.8317,0.846907,0.831742,0.6581,0.979954,0
0.931928,0.97657,0.95754,0.909914,0.93185,0.930461,0.937431,0.930482,0.84003,0.924056,0
0.90446,0.971888,0.954865,0.931228,0.947888,0.902871,0.912125,0.903103,0.853929,0.964569,0
0.724139,0.971891,0.934673,0.906999,0.939872,0.719952,0.745706,0.720309,0.596236,0.954899,0
0.907533,0.99063,0.970262,0.925794,0.94789,0.905798,0.914788,0.90603,0.772541,0.959185,0
0.835727,0.97657,0.953089,0.949726,0.96793,0.833421,0.848686,0.833347,0.791705,0.959185,0
0.876713,0.939091,0.914947,0.950331,0.963921,0.875294,0.886846,0.875294,0.872309,0.964569,0
0.623456,0.99063,0.956348,0.920437,0.951899,0.617874,0.652531,0.61828,0.592082,0.973217,0
0.921068,0.948466,0.926348,0.964663,0.975951,0.920325,0.927659,0.920511,0.858324,0.993312,0
0.963248,0.981255,0.972477,0.950043,0.959912,0.962547,0.96627,0.962637,0.932365,0.969042,0
0.730565,0.943781,0.877649,0.861866,0.915819,0.72642,0.751927,0.726771,0.316817,0.909929,0
0.896951,0.990625,0.973198,0.966203,0.979956,0.895509,0.905032,0.895631,0.814216,0.990091,0
0.704161,0.990628,0.967378,0.938056,0.959914,0.699794,0.727081,0.70009,0.726923,0.981119,0
0.841116,0.939091,0.913398,0.939677,0.955904,0.839101,0.854003,0.8392,0.84663,0.963473,0
0.7801,0.99063,0.957682,0.906999,0.939872,0.776477,0.797179,0.777081,0.596236,0.974172,0
0.994918,0.971885,0.956403,0.951437,0.963921,0.994803,0.995566,0.994747,0.898367,0.9561,0
0.977192,0.929722,0.90512,0.946663,0.959913,0.977184,0.979585,0.977226,0.888467,0.960887,0
0.698892,0.948466,0.904567,0.910826,0.943881,0.694681,0.72266,0.694668,0.620788,0.929843,0
0.703577,0.981255,0.953068,0.945588,0.96793,0.699428,0.726654,0.69948,0.71726,0.96947,0
0.818029,0.939092,0.904373,0.928476,0.951895,0.815644,0.832701,0.815792,0.744724,0.957096,0
0.84968,0.929727,0.891463,0.865181,0.899784,0.8471,0.861975,0.847417,0.710582,0.908032,0
0.321146,0.98126,0.933362,0.854276,0.903793,0.310849,0.37295,0.312057,0.404266,0.960204,0
0.445129,0.892248,0.792579,0.778771,0.859696,0.436864,0.48876,0.438188,-0.086007,0.900026,0
0.509682,0.99063,0.941351,0.924001,0.963925,0.502786,0.547374,0.503047,0.40744,0.967327,0
0.846307,0.97657,0.943149,0.889791,0.923833,0.843529,0.858408,0.844134,0.618578,0.956852,0
0.742885,0.971888,0.91357,0.886851,0.935861,0.738895,0.763017,0.739374,0.327877,0.944666,0
0.455,0.953146,0.87295,0.854885,0.919825,0.447112,0.497222,0.447563,0.056582,0.912888,0
0.579482,0.967206,0.919754,0.890725,0.931855,0.573269,0.612148,0.573599,0.489968,0.938697,0
0.5569,0.925042,0.849999,0.839313,0.899784,0.550374,0.591726,0.551082,0.228125,0.916489,0
0.452417,0.976576,0.931297,0.88591,0.927846,0.444334,0.494551,0.444998,0.477446,0.958019,0
0.504672,0.583046,0.440115,0.428653,0.55102,0.496051,0.546917,0.496307,0.38792,0.480063,0
-0.006531,0.957836,0.899648,0.81215,0.871723,-0.021236,0.068979,-0.020738,0.323641,0.869678,0
0.704109,0.985943,0.939143,0.945881,0.979959,0.700098,0.727105,0.700029,0.488906,0.960204,0
0.83342,0.939096,0.900036,0.968571,0.987977,0.831758,0.846911,0.831742,0.711438,0.982898,0
0.775673,0.98126,0.933362,0.892832,0.935863,0.772033,0.793186,0.772517,0.432412,0.950532,0
0.867666,0.948466,0.905928,0.931017,0.959916,0.865973,0.878399,0.866252,0.621933,0.969353,0
0.382058,0.985944,0.944102,0.934983,0.967932,0.373653,0.429368,0.373456,0.552105,0.949264,0
0.871306,0.878193,0.834637,0.950784,0.967934,0.870474,0.882399,0.870642,0.793343,0.979436,0
0.825628,0.976575,0.947332,0.892862,0.923837,0.822561,0.839329,0.823164,0.671504,0.959853,0
0.930361,0.756386,0.677125,0.944577,0.967934,0.931434,0.937859,0.931733,0.68678,0.982898,0
0.933853,0.976576,0.945925,0.93978,0.963925,0.932843,0.939193,0.933086,0.691424,0.973275,0
0.934931,0.939091,0.908828,0.277597,0.39868,0.92775,0.940544,0.927663,0.818114,0.28065,0
0.816589,0.98594,0.964537,0.96888,0.983965,0.814154,0.830944,0.814015,0.802105,0.973585,0
0.767601,0.990627,0.964544,0.912029,0.93987,0.763806,0.78564,0.764469,0.674918,0.983898,0
0.820966,0.99063,0.967378,0.952431,0.971942,0.818367,0.834916,0.818577,0.74006,0.985925,0
0.774331,0.990626,0.965954,0.970583,0.987974,0.771332,0.791892,0.771232,0.748767,0.980099,0
0.881464,0.981255,0.963254,0.981624,0.991982,0.880075,0.890851,0.879909,0.855443,0.981564,0
0.954901,-0.419523,-0.641055,0.670541,0.731412,0.960166,0.96672,0.960094,0.828956,0.674533,0
0.896951,0.99063,0.976183,0.968353,0.97996,0.895509,0.905032,0.895631,0.84663,0.992229,0
0.956558,0.985945,0.971986,0.964663,0.975951,0.955932,0.960055,0.956021,0.862853,0.983729,0
0.907005,0.98594,0.975054,0.962098,0.971938,0.905639,0.91435,0.905764,0.895332,0.98593,0
0.918597,0.99063,0.976183,0.973134,0.983969,0.917509,0.925003,0.917584,0.85133,0.992229,0
0.931059,0.98594,0.971986,0.983779,0.991982,0.930299,0.936554,0.930159,0.887474,0.983729,0
0.866217,0.99531,0.983405,0.979,0.987974,0.864417,0.87664,0.864415,0.872309,0.993312,0
0.884012,0.99531,0.986459,0.981196,0.987974,0.882456,0.893062,0.882405,0.909483,0.990717,0
0.920568,0.99531,0.981896,0.968353,0.979956,0.919405,0.926775,0.919535,0.84663,0.992229,0
0.97349,0.995315,0.983405,0.979,0.987978,0.973168,0.975592,0.97321,0.872309,0.993312,0
0.924417,0.99531,0.988005,0.96799,0.975947,0.923252,0.930325,0.923383,0.911586,0.991829,0
0.96531,0.99531,0.984926,0.960987,0.971938,0.964659,0.968039,0.964859,0.874595,0.989614,0
0.966272,0.995315,0.986459,0.962098,0.971942,0.965635,0.968923,0.96589,0.886552,0.995505,0
0.963386,0.995311,0.988005,0.982307,0.987975,0.962924,0.966273,0.962962,0.920817,0.996615,0
0.990857,0.999995,0.993706,0.987081,0.991982,0.990784,0.991569,0.99078,0.925625,0.996615,0
0.983159,0.999996,0.995261,0.978657,0.983966,0.982871,0.984463,0.982971,0.932365,0.997734,0
0.98797,0.999995,0.996828,0.984558,0.987974,0.987803,0.988903,0.987851,0.95321,0.998863,0
0.389479,0.967206,0.916021,0.830189,0.883749,0.379921,0.436399,0.381297,0.396678,0.950532,0
0.839691,0.686113,0.55581,0.733758,0.811591,0.838118,0.854843,0.839334,0.210576,0.859048,0
0.471071,0.770438,0.671185,0.63107,0.719386,0.462378,0.514058,0.463,0.371012,0.707252,0
0.177844,0.934412,0.866053,0.837704,0.895775,0.166258,0.240734,0.166801,0.293328,0.900235,0
0.342864,0.957835,0.902029,0.862134,0.91181,0.333319,0.39338,0.333992,0.395551,0.934292,0
0.811255,-0.091577,-0.354392,0.092573,0.262386,0.808532,0.833582,0.808464,0.492885,0.104627,0
0.717039,0.892248,0.819878,0.895037,0.939872,0.713619,0.739946,0.714035,0.397336,0.947961,0
0.616621,0.939097,0.883865,0.884994,0.927846,0.611169,0.646746,0.611888,0.453462,0.961959,0
0.770311,0.681428,0.56763,0.544033,0.643222,0.765689,0.790994,0.765675,0.508963,0.562116,0
0.805449,0.62521,0.506668,0.760024,0.819608,0.804068,0.823826,0.804084,0.583494,0.778654,0
0.74488,0.887563,0.821744,0.808921,0.863705,0.740782,0.765695,0.740836,0.514114,0.832528,0
0.43863,0.948466,0.900562,0.850256,0.895775,0.430178,0.482124,0.430899,0.522979,0.926984,0
0.42502,0.971891,0.920585,0.891949,0.935863,0.416778,0.469261,0.417306,0.416087,0.954503,0
0.413512,0.971891,0.919383,0.8959,0.939872,0.405192,0.458612,0.405722,0.399774,0.958487,0
0.572871,0.976575,0.894595,0.873702,0.939872,0.566585,0.605936,0.567048,-0.083666,0.931881,0
0.876653,0.672058,0.563663,0.942573,0.971942,0.877844,0.889058,0.877958,0.588752,0.96651,0
0.823611,0.718907,0.625316,0.935822,0.963925,0.823615,0.839804,0.823709,0.636829,0.959716,0
0.850409,0.700167,0.607238,0.929179,0.955907,0.850802,0.864635,0.851247,0.657379,0.981907,0
0.408717,0.971891,0.925525,0.914805,0.951899,0.400549,0.454184,0.400939,0.494473,0.967682,0
0.751867,0.957834,0.912082,0.879099,0.919827,0.74792,0.771457,0.748159,0.552446,0.917338,0
0.900885,0.901614,0.839026,0.861841,0.9078,0.899404,0.909427,0.900231,0.45156,0.948357,0
0.859969,0.948466,0.900562,0.912767,0.94789,0.858004,0.871312,0.858053,0.578219,0.931807,0
0.578152,0.976575,0.935131,0.888717,0.927845,0.571745,0.610804,0.572466,0.519421,0.965581,0
0.867324,0.761071,0.675195,0.80042,0.851679,0.86597,0.879736,0.86612,0.615626,0.828762,0
0.750806,0.948461,0.90869,0.870607,0.907798,0.746772,0.770561,0.747243,0.63691,0.927977,0
0.604617,0.98126,0.929771,0.909518,0.951899,0.598893,0.635229,0.599232,0.402302,0.957643,0
0.855349,0.967201,0.919754,0.919622,0.955903,0.85324,0.866875,0.853287,0.530503,0.938697,0
0.591007,0.967201,0.926238,0.905053,0.939868,0.585076,0.622826,0.585022,0.61012,0.924061,0
0.722975,0.953147,0.911676,0.911802,0.943878,0.719037,0.74485,0.719033,0.64209,0.930816,0
0.850021,0.915672,0.874293,0.937022,0.959916,0.848421,0.862431,0.84858,0.728541,0.965678,0
0.910827,0.934408,0.89288,0.933977,0.959914,0.909864,0.918335,0.910155,0.67055,0.97228,0
-1,0.981258,0.921855,0.932824,0.97595,-1,-1,-1,0.332592,0.947147,0
0.615183,0.981257,0.940895,0.907956,0.943878,0.609473,0.644982,0.609876,0.534639,0.960755,0
0.909026,0.793865,0.722732,0.944577,0.967934,0.909486,0.917897,0.909611,0.696213,0.968464,0
0.659907,0.985945,0.926587,0.888487,0.939872,0.654686,0.686249,0.655156,0.258428,0.946377,0
0.907781,0.9672,0.921025,0.853155,0.89978,0.90564,0.915196,0.90674,0.468237,0.963751,0
0.895631,0.803235,0.741951,0.940152,0.959916,0.89572,0.905464,0.896007,0.763793,0.978386,0
0.849105,0.920357,0.880016,0.855609,0.891767,0.846504,0.861528,0.846874,0.706455,0.903232,0
0.598375,0.981255,0.947529,0.946404,0.971938,0.592888,0.629478,0.59271,0.652886,0.955871,0
0.904367,0.962521,0.917843,0.84545,0.891767,0.902118,0.912091,0.902992,0.504148,0.936631,0
0.848182,0.971885,0.94302,0.898694,0.927842,0.845535,0.860192,0.845858,0.698642,0.941651,0
0.828368,0.962515,0.927307,0.914786,0.943877,0.825768,0.842016,0.825975,0.675236,0.94822,0
0.757937,0.985944,0.942842,0.876282,0.919827,0.753769,0.776754,0.754662,0.459965,0.967682,0
0.883883,0.934411,0.901614,0.916224,0.939871,0.882277,0.893486,0.882445,0.768097,0.944788,0
0.908466,0.939097,0.905845,0.872102,0.903793,0.906669,0.916108,0.90711,0.739217,0.924536,0
-0.009931,0.981256,0.938332,0.944616,0.975948,-0.022625,0.065527,-0.022958,0.552105,0.958921,0
0.798122,0.967201,0.938727,0.938056,0.959912,0.795287,0.814058,0.795196,0.735538,0.94749,0
0.76029,0.981255,0.954485,0.922646,0.947886,0.756613,0.778989,0.757158,0.698642,0.984907,0
0.899852,0.943778,0.905769,0.954173,0.975949,0.898867,0.908135,0.899046,0.696213,0.982898,0
0.902489,0.967203,0.937288,0.956197,0.975949,0.901306,0.910357,0.901429,0.733388,0.980099,0
0.870402,0.981256,0.939607,0.950345,0.979956,0.868692,0.880627,0.868804,0.556783,0.974317,0
0.91637,-1,-1,-1,-1,0.911653,0.932113,0.911558,0.754169,-1,0
0.832457,0.985945,0.947957,0.908903,0.943881,0.829668,0.845551,0.830163,0.555169,0.96651,0
0.803126,0.985945,0.949268,0.948327,0.975951,0.800392,0.818509,0.800421,0.61012,0.967448,0
0.887529,0.962521,0.934455,0.929523,0.951898,0.885856,0.896595,0.886083,0.756295,0.962938,0
0.834332,0.98126,0.951664,0.93978,0.963925,0.831902,0.847351,0.831942,0.706221,0.958843,0
0.783266,0.971887,0.945904,0.948678,0.967931,0.780296,0.800306,0.780493,0.756295,0.982149,0
0.700213,0.981255,0.957357,0.958258,0.975947,0.696142,0.723544,0.696255,0.760919,0.986953,0
0.903701,0.943781,0.911565,0.943888,0.963925,0.902603,0.911691,0.902615,0.770584,0.958136,0
0.782934,0.985945,0.961646,0.90932,0.935863,0.779344,0.799842,0.779888,0.711438,0.971509,0
0.947353,0.929727,0.892929,0.933266,0.955907,0.946882,0.952058,0.947183,0.735538,0.971509,0
0.880069,0.98594,0.949268,0.957947,0.983965,0.878499,0.889505,0.878559,0.61012,0.977094,0
0.5164,0.990626,0.939034,0.907832,0.951895,0.50939,0.553576,0.509854,0.360178,0.965673,0
0.741063,0.981256,0.954485,0.960992,0.979957,0.7376,0.761275,0.737485,0.748767,0.970485,0
0.877616,0.98126,0.953068,0.955181,0.975951,0.875949,0.88729,0.875951,0.727462,0.96947,0
0.856935,0.981255,0.953068,0.940793,0.963921,0.854815,0.868203,0.854921,0.71726,0.964661,0
0.90893,0.985943,0.946659,0.807017,0.859695,0.90609,0.916079,0.907329,0.495003,0.931807,0
0.530317,0.99063,0.944925,0.878371,0.923837,0.523029,0.566425,0.523956,0.413489,0.969878,0
0.920336,0.971891,0.941596,0.921616,0.94789,0.918968,0.926766,0.919259,0.703021,0.959853,0
0.950588,0.756386,0.683497,0.948678,0.967934,0.951922,0.956496,0.952226,0.751812,0.986953,0
0.933624,0.79855,0.739489,0.961419,0.975951,0.93447,0.94053,0.934605,0.814216,0.985293,0
0.708709,0.967201,0.943122,0.936429,0.955904,0.704604,0.731546,0.704474,0.81289,0.945853,0
0.781011,0.98594,0.964537,0.935366,0.955903,0.777684,0.798075,0.778056,0.755612,0.983188,0
0.774762,0.985945,0.961646,0.942847,0.963925,0.771466,0.792315,0.77172,0.735538,0.981119,0
0.884303,0.97657,0.95456,0.931646,0.951894,0.882442,0.893483,0.88278,0.780125,0.974637,0
0.902536,0.971888,0.94884,0.950784,0.967932,0.901195,0.910354,0.901373,0.793343,0.979436,0
0.953878,0.747016,0.673773,0.949726,0.967934,0.955336,0.959608,0.955533,0.777125,0.978386,0
0.701707,0.98594,0.951929,0.969466,0.991982,0.697848,0.724898,0.697593,0.664575,0.969353,0
0.961184,0.756386,0.686766,0.950784,0.967934,0.962654,0.966258,0.962962,0.784392,0.989036,0
0.89667,0.962519,0.935923,0.935366,0.955906,0.895177,0.905029,0.895352,0.777125,0.963985,0
0.673892,0.99063,0.956348,0.915631,0.94789,0.66893,0.699117,0.669467,0.583744,0.978038,0
0.806871,0.929721,0.894407,0.857758,0.891762,0.803586,0.822509,0.803497,0.780799,0.86699,0
0.746933,0.99063,0.951142,0.9359,0.967934,0.743266,0.766582,0.743453,0.546218,0.969489,0
0.819042,0.990627,0.944925,0.936233,0.97194,0.816418,0.833142,0.816627,0.466083,0.969878,0
0.829907,0.971885,0.951827,0.909914,0.93185,0.827062,0.843335,0.827495,0.804844,0.962387,0
0.685422,0.990625,0.963146,0.97337,0.991982,0.681295,0.709808,0.681093,0.722291,0.978086,0
0.811349,0.99063,0.951142,0.940715,0.971942,0.80862,0.826042,0.808826,0.546218,0.974317,0
0.862273,0.985945,0.960219,0.951403,0.971942,0.860291,0.873084,0.860399,0.733388,0.975292,0
0.870449,0.98594,0.963085,0.929523,0.951894,0.8683,0.880612,0.868578,0.743272,0.96774,0
0.727708,0.99063,0.965954,0.917855,0.943881,0.723422,0.748812,0.724023,0.694958,0.984907,0
0.661882,0.990625,0.959029,0.956012,0.979956,0.657254,0.688053,0.65723,0.6581,0.975137,0
0.947325,0.976574,0.948752,0.951403,0.971941,0.94661,0.951624,0.946749,0.733388,0.975292,0
0.827168,0.985944,0.967479,0.966203,0.979959,0.824819,0.840691,0.824858,0.814216,0.985293,0
0.824332,0.990625,0.956348,0.954086,0.979956,0.821895,0.838029,0.82199,0.620788,0.978038,0
0.845009,0.990625,0.961761,0.953176,0.975947,0.842797,0.857106,0.842957,0.680068,0.981907,0
0.818562,0.990626,0.959029,0.946404,0.971939,0.81593,0.832698,0.816139,0.642898,0.979954,0
0.839719,0.990625,0.956348,0.939662,0.96793,0.837321,0.852219,0.837593,0.605752,0.978038,0
0.946706,0.962521,0.938898,0.92794,0.94789,0.945799,0.951174,0.945989,0.805066,0.956515,0
0.85126,0.990625,0.953719,0.942573,0.971939,0.849078,0.862871,0.849297,0.578386,0.976159,0
0.852222,0.990625,0.956348,0.94447,0.971939,0.850053,0.863759,0.850272,0.610614,0.978038,0
0.854627,0.990625,0.957682,0.945432,0.971939,0.85249,0.865978,0.85271,0.626749,0.978991,0
0.922399,0.98594,0.960219,0.970583,0.987974,0.921466,0.928567,0.921321,0.759707,0.970485,0
0.613371,0.99063,0.970262,0.916224,0.939872,0.607463,0.643204,0.608058,0.744418,0.983188,0
0.872759,0.97657,0.960571,0.936003,0.951894,0.870738,0.882836,0.871017,0.849668,0.974148,0
0.840681,0.990625,0.961761,0.914786,0.943877,0.837957,0.853095,0.838453,0.653288,0.97228,0
0.873383,0.990625,0.959029,0.946404,0.971939,0.871505,0.883283,0.871731,0.642898,0.979954,0
0.898844,0.939096,0.914947,0.92168,0.939872,0.897397,0.907238,0.897736,0.845543,0.964569,0
0.912685,0.976572,0.95456,0.95557,0.97194,0.911492,0.919685,0.911452,0.81289,0.965041,0
0.931012,0.981255,0.948895,0.937782,0.963921,0.929916,0.936537,0.930049,0.668958,0.961666,0
0.954588,0.98126,0.96028,0.950784,0.967934,0.953873,0.958273,0.954069,0.788798,0.979436,0
